nombre,apellido,sexo,fecha_nacimiento,pais,id_cedula,fecha_cedula,no_celular,correo,info_requerida,status_proceso,counter
 Santiago ,TORRES,H,05/31/1968,ESP,152943642,01/28/1985,+34137645724, SaTOR664@correo.com,1,OK,0
Reva,PEÑA,M,07/04/2001,ESP,385499726,12/23/2003,+34323803510,RevPEÑ156@correo.com,1,NOK,1
Anahí,SOTO,M,11/10/1990,PER,685197016,01/12/1991,+51851191917,AnaSOT458@correo.com,1,OK,0
 David ,GARCIA,H,08/04/1997,ESP,472278170,05/19/2016,+34433585791, DaGAR105@correo.com,1,NOK,1
 Jorge ,DOMINGUEZ,H,05/16/1995,COL,145098771,09/15/2013,+57624391971, JoDOM937@correo.com,1,OK,0
 Juan ,VICENTE,H,08/06/1995,ESP,786220763,06/29/1999,+34397789841, JuVIC376@correo.com,1,OK,0
Candela,NAVARRO,M,05/01/1990,MEX,190923205,09/16/1996,+52637203936,CanNAV710@correo.com,1,OK,0
 Juan ,REYES,H,04/30/1988,COL,454447262,12/02/1994,+57245957829, JuREY702@correo.com,1,OK,0
 Andrés ,MARTINEZ,H,02/12/1966,COL,988580686,12/06/1977,+57359837582, AnMAR882@correo.com,1,NOK,2
Ángela,,M,03/19/1994,PER,721156812,01/19/1997,+51962952497,Áng175@correo.com,1,OK,0
Ariadna,GUERRERO,M,09/03/1970,ARG,374124393,01/31/1975,+54722910270,AriGUE492@correo.com,1,NOK,3
Aroa,SERRANO,M,05/03/1988,MEX,263368428,06/05/1990,+52408910003,AroSER827@correo.com,1,OK,0
 Mario ,FERRER,H,12/09/1965,COL,886451816,06/03/1985,+57675678902, MaFER918@correo.com,1,OK,0
Iris,CARRASCO,M,05/19/1998,COL,130945804,03/31/2017,+57824968508,IriCAR937@correo.com,1,NOK,3
 Ismael ,MEDINA,H,06/12/2001,PER,237929097,11/06/2020,+51796107602, IsMED970@correo.com,1,NOK,1
 Cristian ,HERRERO,H,04/11/1972,COL,472953664,06/01/1990,+57515547312, CrHER167@correo.com,1,NOK,1
Jimena,SAEZ,M,05/28/1976,MEX,667729714,09/08/1983,+52435066846,JimSAE105@correo.com,1,OK,0
 Cristian ,CABALLERO,H,05/14/1994,ESP,933546158,06/24/2012,+34826889168, CrCAB854@correo.com,1,OK,0
,NAVARRO,H,09/10/1996,COL,160044295,09/29/1999,+57723613597,NAV744@correo.com,1,OK,0
 Rafael ,VIDAL,H,01/05/1991,COL,967054243,04/28/1996,+57561506474, RaVID527@correo.com,1,NOK,1
 Luis ,LORENZO,H,04/26/1973,ARG,515304728,05/10/1983,+54837277975, LuLOR487@correo.com,1,OK,0
 Mauro ,ALONSO,H,01/12/1968,PER,897989032,02/11/1968,+51125744600, MaALO475@correo.com,1,OK,0
Brena,JIMENEZ,M,11/23/1964,PER,300110519,02/27/1982,+51587921818,BreJIM714@correo.com,1,OK,0
Cristina,SANTOS,M,10/12/1961,MEX,804624007,06/22/1974,+52198069940,CriSAN919@correo.com,1,NOK,0
 Oliver ,REYES,H,05/31/1974,ARG,472660040,01/18/1979,+54543827270, OlREY756@correo.com,1,NOK,3
Leire,SANZ,M,09/09/1994,ARG,150929688,03/26/2005,+54330759133,LeiSAN890@correo.com,1,NOK,2
Laura,HERRERO,M,01/21/2003,ESP,302645175,12/01/2003,+34255949255,LauHER499@correo.com,1,NOK,1
Chlóe,SANTANA,M,05/25/1999,ESP,641790284,11/14/2011,+34669430304,ChlSAN510@correo.com,1,OK,0
Julieta,CASTRO,M,01/06/1973,COL,634808308,09/24/1975,+57305524791,JulCAS66@correo.com,1,OK,0
Elena,FERNANDEZ,M,09/16/1988,MEX,678809520,03/18/1993,+52407326935,EleFER727@correo.com,1,OK,0
Esmeralda,BENITEZ,M,01/28/2001,PER,831002461,10/26/2007,+51751418936,EsmBEN447@correo.com,1,OK,0
 Eric ,CORTES,H,04/29/1997,PER,711557750,02/01/2009,+51323973874, ErCOR900@correo.com,1,OK,0
Alizeh,FUENTES,M,04/01/1960,COL,210596958,05/12/1966,+57215058404,AliFUE876@correo.com,1,OK,0
 Gabriel ,DOMINGUEZ,H,12/31/2003,PER,389533629,09/22/2023,+51771254838, GaDOM101@correo.com,1,NOK,1
 Rodrigo ,GIL,H,04/22/1975,COL,176301970,03/30/1985,+57416621276, RoGIL351@correo.com,1,NOK,1
 Ángel ,VICENTE,H,09/11/1968,COL,823027769,03/05/1977,+57238275205, ÁnVIC15@correo.com,1,NOK,3
Cristina,CABALLERO,M,05/24/1979,COL,198903339,08/01/1981,+57743787588,CriCAB33@correo.com,1,OK,0
Alhelí,NAVARRO,M,03/02/1992,MEX,138089854,07/28/2006,+52208718564,AlhNAV94@correo.com,1,OK,0
 Isaac ,SANTANA,H,01/07/1974,MEX,342160115,03/25/1977,+52116123584, IsSAN820@correo.com,1,NOK,3
Esen,JIMENEZ,M,11/02/1966,COL,221977524,01/05/1968,+57692262754,EseJIM845@correo.com,1,NOK,2
 Ángel ,SANTANA,H,01/06/1994,ARG,381241309,11/03/2001,+54697071810, ÁnSAN568@correo.com,1,NOK,0
 Leo ,SOTO,H,09/06/1993,PER,598765916,10/16/2006,+51286533674, LeSOT260@correo.com,1,OK,0
Carmen,MONTERO,M,04/01/1994,PER,227665907,10/18/2002,+51509346803,CarMON819@correo.com,1,OK,0
 Pedro ,IBAÑEZ,H,04/30/1972,ESP,979558944,11/06/1980,+34261863026, PeIBA885@correo.com,1,OK,0
 Aitor ,RIVERA,H,01/15/1988,COL,215334040,04/06/1993,+57514555109, AiRIV703@correo.com,1,NOK,2
Chlóe,PEÑA,M,11/18/1973,ARG,921574909,05/05/1980,+54809425677,ChlPEÑ45@correo.com,1,OK,0
Julia,NAVARRO,M,02/01/1973,ARG,126048808,01/02/1989,+54897594143,JulNAV175@correo.com,1,NOK,1
Anahí,,M,03/22/1976,COL,723001546,01/15/1993,+57795178419,Ana117@correo.com,1,NOK,2
 Mauro ,CASTRO,H,03/04/2000,MEX,286008158,08/07/2015,+52102991772, MaCAS276@correo.com,1,NOK,2
Miku,ARIAS,M,05/02/1974,ESP,556454571,10/10/1989,+34492704434,MikARI932@correo.com,1,OK,0
Magnolia,CALVO,M,08/16/2003,PER,653645108,12/08/2013,+51218868341,MagCAL60@correo.com,1,OK,0
Jora,PEÑA,M,01/31/1975,COL,524652819,03/09/1988,+57716773366,JorPEÑ315@correo.com,1,OK,0
Morgana,HERNANDEZ,M,08/28/1970,PER,183836110,07/09/1979,+51714266654,MorHER815@correo.com,1,NOK,0
 Darío ,,H,05/24/1980,MEX,917948518,01/19/1987,+52791586163, Da712@correo.com,1,NOK,0
Elsa,LOPEZ,M,04/26/1976,COL,721993793,11/26/1977,+57428298610,ElsLOP303@correo.com,1,OK,0
Fátima,RODRIGUEZ,M,03/20/2002,ARG,821994455,03/05/2019,+54910221890,FátROD440@correo.com,1,OK,0
Leyre,GARCIA,M,09/22/1970,PER,779419732,09/01/1982,+51774553805,LeyGAR318@correo.com,1,NOK,1
 Jan ,DELGADO,H,05/21/1975,PER,934298004,12/08/1982,+51349858156, JaDEL9@correo.com,1,OK,0
Jimena,HERRERA,M,02/22/1989,MEX,354833699,11/29/2003,+52111568802,JimHER345@correo.com,1,OK,0
 Bruno ,RIVERA,H,08/18/1997,ESP,442120804,08/08/2008,+34172658657, BrRIV537@correo.com,1,NOK,2
Azalea,GARCIA,M,10/19/1998,MEX,560489324,10/27/2001,+52915795946,AzaGAR172@correo.com,1,NOK,3
 Luis ,PEÑA,H,12/02/1990,ESP,941002127,01/25/2009,+34124576992, LuPEÑ828@correo.com,1,OK,0
 Pedro ,GIL,H,11/11/1983,PER,202410926,04/24/1985,+51186189043, PeGIL326@correo.com,1,OK,0
Kalindi,MORA,M,12/15/1985,MEX,881334597,12/01/1996,+52185845718,KalMOR259@correo.com,1,NOK,3
Blanca,ARIAS,M,10/22/1970,ARG,282398924,11/04/1979,+54962764933,BlaARI275@correo.com,1,OK,0
 Marc ,NAVARRO,H,10/24/1976,COL,378845531,12/31/1976,+57718992670, MaNAV442@correo.com,1,NOK,2
 Teo ,SOTO,H,02/26/1987,ESP,797801846,01/11/2007,+34878131689, TeSOT675@correo.com,1,NOK,2
Irene,VEGA,M,02/24/1996,MEX,521431611,12/24/2001,+52176352359,IreVEG617@correo.com,1,OK,0
 Mateo ,CORTES,H,06/30/1986,ARG,351586895,06/13/2000,+54686189124, MaCOR784@correo.com,1,NOK,0
Otoño,MOYA,M,04/03/1961,ARG,855428249,01/02/1967,+54568993329,OtoMOY258@correo.com,1,OK,0
Azahara,VARGAS,M,02/01/1996,COL,804470696,09/23/2002,+57300452879,AzaVAR762@correo.com,1,NOK,0
 Thiago ,LORENZO,H,07/25/1982,MEX,748537425,11/11/1992,+52158857283, ThLOR58@correo.com,1,OK,0
Mahra,LORENZO,M,10/15/1976,PER,496594329,10/05/1987,+51551568906,MahLOR220@correo.com,1,NOK,2
 Saúl ,CASTILLO,H,04/07/1967,MEX,623930761,10/10/1982,+52754189911, SaCAS888@correo.com,1,NOK,3
 Jesús ,CASTRO,H,02/10/1970,MEX,616016901,05/27/1989,+52828425986, JeCAS123@correo.com,1,NOK,1
 Liam ,REYES,H,01/03/1985,ARG,280180995,07/09/1987,+54660985026, LiREY32@correo.com,1,NOK,3
Clara,ALVAREZ,M,09/22/1993,COL,782950695,04/07/2010,+57880108664,ClaALV698@correo.com,1,NOK,3
 Iker ,,H,05/14/1968,COL,585710045,09/15/1974,+57175365818, Ik832@correo.com,1,NOK,2
 Nil ,GALLARDO,H,03/21/1978,MEX,513434642,01/20/1994,+52134125008, NiGAL326@correo.com,1,OK,0
 Teo ,GARCIA,H,10/06/1985,COL,287379534,06/13/2005,+57851808368, TeGAR275@correo.com,1,OK,0
 Omar ,FLORES,H,10/26/2002,PER,962848374,01/02/2010,+51676096744, OmFLO394@correo.com,1,OK,0
 Biel ,RAMOS,H,11/27/1990,ARG,774391137,06/11/2002,+54416230141, BiRAM81@correo.com,1,OK,0
 Álex ,NAVARRO,H,11/16/1973,ESP,594552592,11/04/1993,+34974797415, ÁlNAV850@correo.com,1,NOK,2
 Liam ,MARTIN,H,08/23/1973,ARG,694406613,03/18/1989,+54748295801, LiMAR889@correo.com,1,NOK,0
Julia,DIAZ,M,08/01/1989,COL,885323356,01/26/2008,+57881518757,JulDIA311@correo.com,1,NOK,1
Cayetana,ORTEGA,M,11/22/1962,COL,749773215,01/05/1980,+57997678725,CayORT560@correo.com,1,NOK,3
Lara,VEGA,M,01/24/1960,COL,332524123,08/18/1978,+57929127078,LarVEG125@correo.com,1,NOK,3
Elia,FLORES,M,06/04/1960,PER,637603645,03/25/1976,+51329550586,EliFLO360@correo.com,1,NOK,2
Elia,PASCUAL,M,06/02/1962,PER,960669682,06/13/1969,+51662648670,EliPAS842@correo.com,1,OK,0
 Óscar ,GUERRERO,H,09/27/1983,ESP,948383784,06/08/1994,+34555215091, ÓsGUE516@correo.com,1,NOK,2
